PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Tomsic, R; Heath, D; Heath, E; Markelj, J; Borovsak, AK; Prosen, H				Tomsic, Rok; Heath, David; Heath, Ester; Markelj, Jernej; Borovsak, Andreja Kandolf; Prosen, Helena			Determination of Neonicotinoid Pesticides in Propolis with Liquid Chromatography Coupled to Tandem Mass Spectrometry	MOLECULES												In this study, a method was developed for the determination of five neonicotinoid pesticides (acetamiprid, clothianidin, imidacloprid, thiacloprid, and thiamethoxam) in propolis. Two sample preparation methods were tested: solid-phase extraction and the quick, easy, cheap, effective, rugged, and safe (QuEChERS) method. The identities of analytes were confirmed using liquid chromatography-tandem mass spectrometry (LC-MS/MS) in the selected reaction monitoring mode. Solid-phase extraction resulted in cleaner extracts; therefore, the SPE-LC-MS/MS method was validated according to the SANTE protocol in triplicate at two spiking levels (10 ng/g and 50 ng/g). The average recoveries of analytes ranged from 61% to 101%, except for clothianidin (10-20%). The LOD ranged from 0.2 ng/g to 4.4 ng/g, whereas the LOQ was in the range of 0.8 ng/g-14.7 ng/g. In order to compensate for the matrix effect, matrix-matched calibration was used. Good accuracy (relative error: 1.9-10.4%) and good linearity (R-2 > 0.991) were obtained for all compounds. The optimised method was applied to 30 samples: 18 raw propolis and 12 ethanol tinctures. Acetamiprid, imidacloprid, and thiacloprid were detectable in seven samples but were still below the LOQ. This study is the first to report the determination of several neonicotinoid residues in propolis.					Prosen, Helena/0000-0002-7958-9764													1420-3049				DEC	2020	25	24							5870	10.3390/molecules25245870							WOS:000603255900001	33322588					
J	Gao, J; Jin, SS; He, Y; Luo, JH; Xu, CQ; Wu, YY; Hou, CS; Wang, Q; Diao, QY				Gao, Jing; Jin, San-Sheng; He, Yan; Luo, Jin-Hong; Xu, Chun-Qin; Wu, Yan-Yan; Hou, Chun-Shen; Wang, Qiang; Diao, Qing-Yun			Physiological Analysis and Transcriptome Analysis of Asian Honey Bee (Apis cerana cerana) in Response to Sublethal Neonicotinoid Imidacloprid	INSECTS												Simple Summary In recent decades, there has been serious concern about the decline of honeybees in the world. One of the most debated factors contributing to bee population declines is exposure to pesticides, especially neonicotinoids. The most important Chinese indigenous species, Apis cerana presents a high risk on exposure to neonicotinoids, but few studies have explored the sublethal effects of neonicotinoids on Apis cerana. In this study, we highlight the molecular mechanism underlying the A. cerana toxicological characteristic against imidacloprid, the most commonly detected neonicotinoid in honey samples from Apis cerana. We not only investigated the physiological effects from sublethal doses of imidacloprid, but also identified several genes involved in a general stress response, including metabolism, catalytic activity, and structural molecule activity, response to stimulus, transporter activity, and signal transducer activity, as indicated by the GO analysis. In addition, genes related to the phenylalanine metabolism pathway, FoxO signaling pathway, and mTOR signaling pathway as indicated in the KEGG analysis were significantly up-related in the exposed bees. Overall, this study reveals the short-term sublethal effects of imidacloprid, which may be useful for accurately assessing the toxicity risk of Asian honeybees. Asian honey bee (Apis cerana) is the most important Chinese indigenous species, while its toxicological characteristic against neonicotinoids is poorly known. Here, we combined physiological experiments with a genome-wide transcriptome analysis to understand the molecular basis of genetic variation that responds to sublethal imidacloprid at different exposure durations in A. cerana. We found that LC5 dose of imidacloprid had a negative impact on climbing ability and sucrose responsiveness in A. cerana. When bees were fed with LC5 dose of imidacloprid, the enzyme activities of P450 and CarE were decreased, while the GSTs activity was not influenced by the pesticide exposure. The dynamic transcriptomic profiles of A. cerana workers exposed to LC5 dose of imidacloprid for 1 h, 8 h, and 16 h were obtained by high-throughput RNA-sequencing. We performed the expression patterns of differentially expressed genes (DEGs) through trend analysis, and conducted the gene ontology analysis and KEGG pathway enrichment analysis with DEGs in up- and down-regulated pattern profiles. We observed that more genes involved in metabolism, catalytic activity, and structural molecule activity are down-regulated; while more up-regulated genes were enriched in terms associated with response to stimulus, transporter activity, and signal transducer activity. Additionally, genes related to the phenylalanine metabolism pathway, FoxO signaling pathway, and mTOR signaling pathway as indicated in the KEGG analysis were significantly up-related in the exposed bees. Our findings provide a comprehensive understanding of Asian honey bee in response to neonicotinoids sublethal toxicity, and could be used to further investigate the complex molecular mechanisms in Asian honey bee under pesticide stress.																		2075-4450				NOV	2020	11	11							753	10.3390/insects11110753							WOS:000593246300001	33153109					
J	Macias-Macias, JO; Tapia-Rivera, JC; De la Mora, A; Tapia-Gonzalez, JM; Contreras-Escareno, F; Petukhova, T; Morfin, N; Guzman-Novoa, E				Macias-Macias, Jose O.; Tapia-Rivera, Jose C.; De la Mora, Alvaro; Tapia-Gonzalez, Jose M.; Contreras-Escareno, Francisca; Petukhova, Tatiana; Morfin, Nuria; Guzman-Novoa, Ernesto			Nosema ceranae causes cellular immunosuppression and interacts with thiamethoxam to increase mortality in the stingless bee Melipona colimana	SCIENTIFIC REPORTS												The microsporidian parasite Nosema ceranae and neonicotinoid insecticides affect the health of honey bees (Apis mellifera). However, there is limited information about the effect of these stressors on other pollinators such as stingless bees (Hymenoptera: Meliponini). We examined the separate and combined effects of N. ceranae and the neonicotinoid thiamethoxam at field-exposure levels on the survivorship and cellular immunity (hemocyte concentration) of the stingless bee Melipona colimana. Newly-emerged bees were subjected to four treatments provided in sucrose syrup: N. ceranae spores, thiamethoxam, thiamethoxam and N. ceranae, and control (bees receiving only syrup). N. ceranae developed infections of > 467,000 spores/bee in the group treated with spores only. However, in the bees subjected to both stressors, infections were < 143,000 spores/bee, likely due to an inhibitory effect of thiamethoxam on the microsporidium. N. ceranae infections did not affect bee survivorship, but thiamethoxam plus N. ceranae significantly increased mortality. Hemocyte counts were significantly lower in N. ceranae infected-bees than in the other treatments. These results suggest that N. ceranae may infect, proliferate and cause cellular immunosuppression in stingless bees, that exposure to sublethal thiamethoxam concentrations is toxic to M. colimana when infected with N. ceranae, and that thiamethoxam restrains N. ceranae proliferation. These findings have implications on pollinators' conservation.					Guzman-Novoa, Ernesto/0000-0001-5632-0642; Morfin, Nuria/0000-0002-1841-2084; Tapia Rivera, Jose-Carlos/0000-0003-3214-5063; De la Mora, Alvaro/0000-0002-7935-7824												2045-2322					OCT 12	2020	10	1							17021	10.1038/s41598-020-74209-3							WOS:000582687900001	33046792					
J	Willoughby, IH; Moore, R; Moffat, AJ; Forster, J; Sayyed, I; Leslie, K				Willoughby, Ian H.; Moore, Roger; Moffat, Andrew J.; Forster, Jack; Sayyed, Imam; Leslie, Kerstin			Are there viable chemical and non-chemical alternatives to the use of conventional insecticides for the protection of young trees from damage by the large pine weevil Hylobius abietis L. in UK forestry?	FORESTRY												In UK forestry, the synthetic pyrethroid insecticides alpha-cypermethrin and cypermethrin have been used for many years to provide protection for young trees planted on restock sites from damage by the large pine weevil, Hylobius abietis L. However, concerns over the toxicity of these insecticides to aquatic life if misused have led to a search for alternative forms of protection. This paper describes a detailed programme of efficacy experiments undertaken between 2009 and 2015 to find replacements for these products. Over 50 combinations of chemical and non-chemical approaches were tested on 16 different sites. Of the alternative synthetic insecticides tested, applications of 0.037 g a.i. stem(-1) acetamiprid provided high levels of protection from Hylobius browsing damage on young Sitka spruce (Picea sitchensis (Bong.) Carriere) trees, without causing any phytotoxic symptoms, and gave comparable levels of protection to those achievable using alpha-cypermethrin or cypermethrin. Acetamiprid is less toxic to aquatic life than alpha-cypermethrin or cypermethrin and has not been linked to bee decline. Applications of 0.0129 g a.i. stem(-1) chlorantraniliprole also showed promise, and this relatively low toxicity non-neonicotinoid insecticide merits further study. Although imidacloprid and thiacloprid also provided good levels of protection, their use in forests is not now permitted due to concerns over their potential impacts on bees and drinking water, respectively. Whilst the natural product insecticide spinosad, and the entomopathogenic fungal control agent Metarhizium anisopliae (Metschn.) Sorokin, gave only limited protection in our work, they may have some future potential if methods of deployment can be improved. Other chemical and non-chemical approaches tested, but found to be largely ineffective in UK conditions, included the natural product insecticides azadirachtin, maltodextrin and pyrethrins, the synthetic insecticides lambda-cyhalothrin and spirotetramat and a wide range of repellents, flexible stem coatings and physical barrier products. However, we conclude that physical barrier sleeves such as MultiPro (R) and BioSleeve (R) may have a limited role as a partial substitute for the use of insecticides in the UK in some circumstances, but only if on-site populations of Hylobius are predicted to be low.																	0015-752X	1464-3626				OCT	2020	93	5					694	712		10.1093/forestry/cpaa013							WOS:000589651000010						
J	Adegun, AO; Akinnifesi, TA; Ololade, IA; Busquets, R; Hooda, PS; Cheung, PCW; Aseperi, AK; Barker, J				Adegun, Ayodeji O.; Akinnifesi, Thompson A.; Ololade, Isaac A.; Busquets, Rosa; Hooda, Peter S.; Cheung, Philip C. W.; Aseperi, Adeniyi K.; Barker, James			Quantification of Neonicotinoid Pesticides in Six Cultivable Fish Species from the River Owena in Nigeria and a Template for Food Safety Assessment	WATER												The Owena River Basin in Nigeria is an area of agricultural importance for the production of cocoa. To optimise crop yield, the cocoa trees require spraying with neonicotinoid insecticides (Imidacloprid, Thiacloprid Acetamiprid and Thiamethoxam). It is proposed that rainwater runoff from the treated area may pollute the Owena River and that these pesticides may thereby enter the human food chain via six species of fish (Clariasgariepinus,Clariasanguillaris,Sarotherodongalilaeus,Parachannaobscura,OreochromisniloticusandGymnarchusniloticus) which are cultured in the river mostly for local consumption. This work aims to establish a working method to quantify the likely levels of the insecticides in the six species of fish, firstly by undertaking a laboratory-based study employing the QuEChERS method to extract the four neonicotinoids from fish purchased in marketplace in the UK, spiked with known quantities of the pesticide and using liquid chromatography coupled with tandem mass spectrometry (LC-MS-MS) as the detection method; secondly, by using these samples to optimise the detection method for very low levels of pesticides, then applying the optimised techniques to the analysis of three of each six species of fish taken from the Owena River. A significant benefit of this combined technique is that only small samples of fish are required. Success with this part of the study showed that very low concentrations of the insecticides could be detected in fish muscle. The third aim is to apply a simple quantitative risk assessment model using the data sets obtained, together with information about daily diet, human body weight and recommended safety limits of pesticides in food to illustrate how human health may be affected by the consumption of these fish. The multiple determinations of neonicotinoids in edible fishes in Nigeria are pioneer research and fill a gap in addressing the relationship between waterborne pesticides and food quality in the country. Fundamentally, this work is an exercise to demonstrate the applicability of the aforementioned instrumental method of analysis to fish muscle, which requires only a small sample size of fish; a large number of fish is not required for a proof of concept, in this case. Although not a monitoring programme for the whole Owena River Basin ecosystemper se, this work successfully demonstrates the technical feasibility of a system of chemical analysis and establishes the foundation for ecological surveys in the immediate future. Parameters involving exposures to xenobiotics in ecotoxicological modelling can now be expressed in terms of both mass and molar concentrations of a chemical in animal tissues if so desired.				Barker, James/A-5103-2018	Barker, James/0000-0002-5863-9400; Hooda, Peter/0000-0003-2162-4915; Busquets, Rosa/0000-0001-9033-4757													2073-4441				SEP	2020	12	9							2422	10.3390/w12092422							WOS:000580709200001						
J	Wei, X; Khachatryan, H; Rihn, A				Wei, Xuan; Khachatryan, Hayk; Rihn, Alicia			Consumer Preferences for Labels Disclosing the Use of Neonicotinoid Pesticides: Evidence from Experimental Auctions	JOURNAL OF AGRICULTURAL AND RESOURCE ECONOMICS												Neonicotinoid pesticide use in the U.S. ornamental horticulture industry continues to capture attention due to the potential health risks to pollinator insects. While several retailers have announced mandatory labeling policies for plants treated with neonicotinoids, little is known about how individual consumers react to a firm's disclosure of neonicotinoid use in production and the extent to which this additional information is valued. Here, we use a laboratory experiment to assess consumers' preferences for environmentally friendly production practices, focusing on neonicotinoid labeling. Despite broad consumer unfamiliarity with neonicotinoids, results show that consumers have differentiated preferences for neonicotinoid-related labels and information disclosure.																	1068-5502	2327-8285				SEP	2020	45	3					496	+		10.22004/ag.econ.302462							WOS:000576266100007						
J	Brito, P; Elias, M; Silva-Neto, C; Sujii, E; Silva, D; Goncalves, B; Franceschinelli, E				Brito, Pedro; Elias, Marcos; Silva-Neto, Carlos; Sujii, Edison; Silva, Daniela; Goncalves, Bruno; Franceschinelli, Edivani			The effects of field-realistic doses of imidacloprid onMelipona quadrifasciata(Apidae:Meliponini) workers	ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH												The presence of Brazilian native bees can improve tomato production by increasing pollination effectiveness. However, the extensive use of pesticides in tomato cultures may be harmful to bees. Imidacloprid-based insecticides are used in tomato plantations because of its high efficiency against tomato pests. This study investigated the effects of oral intake of field-realistic concentrations of imidacloprid byM. quadrifasciataworkers, a stingless native bee from Brazil and effective pollinators of tomato crops. The oral intake of sucrose syrup added with 10, 35, or 70 ppb of imidacloprid did not increase the mortality rate when compared with the control group. However, we observed a reduction in the workers' motility and food consumption. We also treatedM. quadrifasciataworkers with sucrose syrup mixed with an imidacloprid-based insecticide (Evidence 700 WG (R), Bayer), with the final concentration of 250 ppb of imidacloprid. This treatment did not cause visible alterations of the intestine absorptive cells of the bees' midgut and did not increase DNA damage. Therefore, the observed reduction of food consumption and locomotion behavior ofM. quadrifasciataworkers may contribute to the global effort to understand the contribution of neonicotinoids on bees' population decline process.				Franceschinelli, Edivani V/G-6401-2012; Silva-Neto, Carlos M/A-2003-2016	Franceschinelli, Edivani V/0000-0001-9050-8577; Silva-Neto, Carlos M/0000-0001-8624-3836; Silva, Daniela de Melo/0000-0003-0362-0988												0944-1344	1614-7499				NOV	2020	27	31			SI		38654	38661		10.1007/s11356-020-08530-9		JUL 2020					WOS:000545546200001	32627101					
J	Gervais, A; Fournier, V; Belisle, M				Gervais, A.; Fournier, V; Belisle, M.			Agricultural landscape composition affects the development and life expectancy of colonies ofBombus impatiens	ECOSPHERE												Bumble bees are essential, efficient pollinators of numerous crops, and scientists are increasingly concerned about their global decline. Although several potential causes have been put forward, the concurrent modification of landscape structure and pesticide use by agriculture are often pointed out as the main drivers of the decline. Yet, the mechanisms through which these factors cause species to decline remain elusive. Most field studies have been conducted at the individual level, and the few studies that addressed higher levels of organization only covered narrow ecological conditions. We undertook a field experiment in spring 2016 to overcome these limitations by placing four commercialBombus impatienscolonies in each of 20 sites located along a gradient of agricultural intensity in southern Quebec, Canada. We hypothesized that landscape habitat composition and configuration, as well as local floral resources, would affect colony development. We expected colonies surrounded by low-intensity and/or flowering crops in heterogeneous landscapes to develop better and live longer, partly linked to more abundant and diversified food resources, than colonies embedded in landscapes dominated by high-intensity crops. Colonies were weighed once a week, and workers were captured to assess pollen load diversity. Final colony weight, queen production, and presence of depredators (Aphomia sociella, Lepidoptera: Pyralidae) were also recorded. Landscape habitat composition and configuration were characterized within 1 km of colonies. Local availability of floral resources was assessed within 100 m of colonies every two weeks. As predicted, colony weight and longevity decreased with the proportion of intensive crops and increased with the amount of flowering crops, but queen production and the occurrence ofA. sociellawere not affected by landscape composition. Contrary to our prediction, local availability of floral resources also did not affect colonies. The pollen richness brought back to colonies decreased with the proportion of flowering crops and varied according to the proportion of intensive crops interacting with local floral resources. Our work contributes to generalize the more restrictive conclusion of local-scale, crop-specific studies that intensive crop farming undermines bumble bee colony development and that it may thus play a role in the large-scale population decline of these insects.					Belisle, Marc/0000-0003-0657-6724												2150-8925					JUL	2020	11	7							e03142	10.1002/ecs2.3142							WOS:000567408500006						
J	Sgargi, D; Adam, B; Budnik, LT; Dinelli, G; Moldovan, HR; Perry, MJ; Scheepers, PTJ; Schlunssen, V; Teixeira, JP; Mandrioli, D; Belpoggi, F				Sgargi, Daria; Adam, Balazs; Budnik, Lygia T.; Dinelli, Giovanni; Moldovan, Horatiu Remus; Perry, Melissa J.; Scheepers, Paul T. J.; Schluenssen, Vivi; Teixeira, Joao Paulo; Mandrioli, Daniele; Belpoggi, Fiorella			Protocol for a systematic review and meta-analysis of human exposure to pesticide residues in honey and other bees' products	ENVIRONMENTAL RESEARCH												Background: The presence of pesticides in honey and related products is an increasing concern for consumers and producers, although there is lack of data on the current burden of exposure of the general human population through these products. We present a protocol for a systematic review and meta-analysis of contamination to insecticides, herbicides and fungicides of products from honeybees, and an estimation of how much the consumption of these products contributes to the ADI (Acceptable Daily Intake) of selected substances. Objectives: We aim to systematically review and meta-analyse studies on the contamination to plant protection products in honey, royal jelly, beeswax and propolis, applying the Navigation Guide and WHO-ILO systematic review methodology as an organizing framework. Data sources: We will search electronic academic databases for potentially relevant records from PubMed, TOXNET and EMBASE. We will include quantitative studies analysing the contamination from insecticides, herbicides and fungicides in honey, propolis, royal jelly and beeswax. In particular, we will evaluate the presence of the following substances and classes of pesticides: Glyphosate, Chlorpyrifos, pyrethroid and neonicotinoid pesticides, fungicides and acaricides. Study appraisal and synthesis methods: At least two authors will independently screen titles and abstracts at a first stage of review, and full texts at a second stage, of potentially eligible records against the eligibility criteria; data extraction of included studies will then be performed by at least two authors, in blind. At least two authors will assess risk of bias and the quality of evidence, using the most suited tools currently available. The data on prevalence of contaminated samples and concentration of pesticides in the products will be combined using meta-analysis: when more than three studies reporting the necessary measures to fit the models are available, meta-analysis will be performed separately by product and by exposure; otherwise, weighted descriptive analysis will be performed. We will report the results using the Preferred Reporting Items for Systematic Reviews and Meta-Analyses guidelines (PRISMA).				Scheepers, Paul/L-4628-2015; Sgargi, Daria/AAK-2817-2021; Scheepers, Paul/C-4209-2016; Teixeira, Joao Paulo/F-5445-2013	Scheepers, Paul/0000-0002-8546-2161; Teixeira, Joao Paulo/0000-0001-8693-5250; Mandrioli, Daniele/0000-0001-6156-6516; Schlunssen, Vivi/0000-0003-4915-1734												0013-9351	1096-0953				JUL	2020	186								109470	10.1016/j.envres.2020.109470							WOS:000548186300015	32305678					
J	Clem, CS; Sparbanie, TM; Luro, AB; Harmon-Threatt, AN				Clem, C. Scott; Sparbanie, Taylor M.; Luro, Alec B.; Harmon-Threatt, Alexandra N.			Can anthophilous hover flies (Diptera: Syrphidae) discriminate neonicotinoid insecticides in sucrose solution?	PLOS ONE												Understanding how neonicotinoid insecticides affect non-target arthropods, especially pollinators, is an area of high priority and popular debate. Few studies have considered how pollinators interact and detect neonicotinoids, and almost none have examined for these effects in anthophilous Diptera such as hover flies (Syrphidae). We investigated behavioral responses of two species of hover flies,Eristalis arbustorumL. (Eristalinae) andToxomerus marginatusSay (Syrphinae), when given a choice between artificial flowers with uncontaminated sucrose solution and neonicotinoid-contaminated (clothianidin) sucrose solution at field-realistic levels 2.5 ppb (average) and 150 ppb (high). We examined for 1) evidence that wild-caught flies could detect the insecticide gustatorily by analyzing amount of time spent feeding on floral treatments, and 2) whether flies could discriminate floral treatments visually by comparing visitation rates, spectral reflectance differences, and hover fly photoreceptor sensitivities. We did not find evidence that either species fed more or less on either of the treatment solutions. Furthermore,T.marginatusdid not appear to visit one of the flower choices over the other.Eristalis arbustorum, however, visited uncontaminated flowers more often than contaminated flowers. Spectral differences between the flower treatments overlap withEristalisphotoreceptor sensitivities, opening the possibility thatE.arbustorumcould discriminate sucrose-clothianidin solution visually. The relevance of our findings in field settings are uncertain but they do highlight the importance of visual cues in lab-based choice experiments involving insecticides. We strongly encourage further research in this area and the consideration of both behavioral responses and sensory mechanisms when determining insecticidal impacts on beneficial arthropods.					Clem, Scott/0000-0001-9104-193X												1932-6203					JUN 19	2020	15	6							e0234820	10.1371/journal.pone.0234820							WOS:000543261600056	32559247					
J	Veres, A; Wyckhuys, KAG; Kiss, J; Toth, F; Burgio, G; Pons, X; Avilla, C; Vidal, S; Razinger, J; Bazok, R; Matyjaszczyk, E; Milosavljevic, I; Le, XV; Zhou, WW; Zhu, ZR; Tarno, H; Hadi, B; Lundgren, J; Bonmatin, JM; van Lexmond, MFIJB; Aebi, A; Rauf, A; Furlan, L				Veres, Andrea; Wyckhuys, Kris A. G.; Kiss, Jozsef; Toth, Ferenc; Burgio, Giovanni; Pons, Xavier; Avilla, Carlos; Vidal, Stefan; Razinger, Jaka; Bazok, Renata; Matyjaszczyk, Ewa; Milosavljevic, Ivan; Le, Xuan Vi; Zhou, Wenwu; Zhu, Zeng-Rong; Tarno, Hagus; Hadi, Buyung; Lundgren, Jonathan; Bonmatin, Jean-Marc; van Lexmond, Maarten Frank Iman Jacobus Bijleveld; Aebi, Alexandre; Rauf, Aunu; Furlan, Lorenzo			An update of the Worldwide Integrated Assessment (WIA) on systemic pesticides. Part 4: Alternatives in major cropping systems	ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH												We present a synthetic review and expert consultation that assesses the actual risks posed by arthropod pests in four major crops, identifies targets for integrated pest management (IPM) in terms of cultivated land needing pest control and gauges the implementation "readiness" of non-chemical alternatives. Our assessment focuses on the world's primary target pests for neonicotinoid-based management: western corn rootworm (WCR, Diabrotica virgifera virgifera) in maize; wireworms (Agriotes spp.) in maize and winter wheat; bird cherry-oat aphid (Rhopalosiphum padi) in winter wheat; brown planthopper (BPH, Nilaparvata lugens) in rice; cotton aphid (Aphis gossypii) and silver-leaf whitefly (SLW, Bemisia tabaci) in cotton. First, we queried scientific literature databases and consulted experts from different countries in Europe, North America, and Asia about available IPM tools for each crop-pest system. Next, using an online survey, we quantitatively assessed the economic relevance of target pests by compiling country-level records of crop damage, yield impacts, extent of insecticide usage, and "readiness" status of various pest management alternatives (i.e., research, plot-scale validation, grower-uptake). Biological control received considerable scientific attention, while agronomic strategies (e.g., crop rotation), insurance schemes, decision support systems (DSS), and innovative pesticide application modes were listed as key alternatives. Our study identifies opportunities to advance applied research, IPM technology validation, and grower education to halt or drastically reduce our over-reliance on systemic insecticides globally.				Pons, Xavier/N-1202-2014; Matyjaszczyk, Ewa/AAF-9741-2019; Vidal, Stefan/AAC-3130-2020; Tarno, Hagus/ABA-5887-2020	Pons, Xavier/0000-0002-6924-1641; Matyjaszczyk, Ewa/0000-0001-9848-8902; Vidal, Stefan/0000-0002-1673-4055; Tarno, Hagus/0000-0003-0997-5843												0944-1344	1614-7499				AUG	2020	27	24					29867	29899		10.1007/s11356-020-09279-x		JUN 2020					WOS:000538477000006	32500500					
